Categoria;Cidade;Pais;Customer Name;Data do Pedido;Código Nota Fiscal;Código Postal;Nome do Produto;Região;Segmento;Data de Envio;Tipo de Envio;Status do Envio;Estado;Subcategoria;Desconto %;Lucro;Quantidade;Valor da venda
Materiais de Escritório;Los Angeles;United States;Darren Powers;24/11/2015;CA-2015-105347;90004;Prang Colored Pencils;Oeste;Pessoa Física;28/11/2015;Padrão;Enviado com antecedência;California;Art;0,00;7;5;15
Tecnologia;New York City;United States;Bryan Davis;11/11/2016;CA-2016-124667;10011;Micropad Numeric Keypads;Leste;Pessoa Física;16/11/2016;Padrão;Enviado com antecedência;New York;Accessories;0,00;15;3;60
Materiais de Escritório;New York City;United States;Bryan Davis;11/11/2016;CA-2016-124667;10011;Safco Steel Mobile File Cart;Leste;Pessoa Física;16/11/2016;Padrão;Enviado com antecedência;New York;Storage;0,00;21;1;83
Materiais de Escritório;Franklin;United States;Claudia Bergmann;09/07/2015;CA-2015-111094;2038;Tops Wirebound Message Log Books;Leste;Corporativo;13/07/2015;Padrão;Enviado com antecedência;Massachusetts;Paper;0,00;3;2;7
Materiais de Escritório;Franklin;United States;Claudia Bergmann;09/07/2015;CA-2015-111094;2038;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";Leste;Corporativo;13/07/2015;Padrão;Enviado com antecedência;Massachusetts;Binders;0,00;59;3;123
Materiais de Escritório;Milwaukee;United States;Jim Epp;22/09/2017;CA-2017-166317;53209;Xerox 1940;Central;Corporativo;26/09/2017;Padrão;Enviado com antecedência;Wisconsin;Paper;0,00;108;4;220
Tecnologia;Milwaukee;United States;Jim Epp;22/09/2017;CA-2017-166317;53209;Logitech Desktop MK120 Mouse and keyboard Combo;Central;Corporativo;26/09/2017;Padrão;Enviado com antecedência;Wisconsin;Accessories;0,00;10;6;98
Materiais de Escritório;Milwaukee;United States;Jim Epp;22/09/2017;CA-2017-166317;53209;ACCOHIDE Binder by Acco;Central;Corporativo;26/09/2017;Padrão;Enviado com antecedência;Wisconsin;Binders;0,00;16;8;33
Tecnologia;Milwaukee;United States;Jim Epp;22/09/2017;CA-2017-166317;53209;AT&T CL82213;Central;Corporativo;26/09/2017;Padrão;Enviado com antecedência;Wisconsin;Phones;0,00;25;3;87
Tecnologia;Kenosha;United States;Roy Phan;15/02/2015;CA-2015-154326;53142;Innergie mMini Combo Duo USB Travel Charging Kit;Central;Corporativo;19/02/2015;Padrão;Enviado com antecedência;Wisconsin;Phones;0,00;65;3;135
Tecnologia;Kenosha;United States;Roy Phan;15/02/2015;CA-2015-154326;53142;Samsung Galaxy S III - 16GB - pebble blue (T-Mobile);Central;Corporativo;19/02/2015;Padrão;Enviado com antecedência;Wisconsin;Phones;0,00;196;2;700
Tecnologia;Kenosha;United States;Roy Phan;15/02/2015;CA-2015-154326;53142;Maxell LTO Ultrium - 800 GB;Central;Corporativo;19/02/2015;Padrão;Enviado com antecedência;Wisconsin;Accessories;0,00;27;5;140
Materiais de Escritório;New York City;United States;Russell Applegate;30/09/2014;CA-2014-102008;10011;Tops Green Bar Computer Printout Paper;Leste;Pessoa Física;04/10/2014;Padrão;Enviado com antecedência;New York;Paper;0,00;24;1;49
Móveis;Madison;United States;Resi Pölking;01/12/2014;CA-2014-120474;53711;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;Central;Pessoa Física;03/12/2014;Urgente;Envio tardio;Wisconsin;Chairs;0,00;674;8;2.808
Materiais de Escritório;Madison;United States;Resi Pölking;01/12/2014;CA-2014-120474;53711;Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black;Central;Pessoa Física;03/12/2014;Urgente;Envio tardio;Wisconsin;Art;0,00;13;4;47
Materiais de Escritório;Houston;United States;Thomas Boland;08/12/2014;CA-2014-104773;77041;Companion Letter/Legal File, Black;Central;Corporativo;13/12/2014;Padrão;Enviado com antecedência;Texas;Storage;0,20;6;2;60
Materiais de Escritório;Olathe;United States;Brad Eason;05/09/2016;CA-2016-140774;66062;Panasonic KP-380BK Classic Electric Pencil Sharpener;Central;Pequenas Empresas;10/09/2016;Padrão;Enviado com antecedência;Kansas;Art;0,00;27;3;108
Materiais de Escritório;New York City;United States;Mathew Reese;27/08/2017;US-2017-139465;10024;Iris Project Case;Leste;Pequenas Empresas;30/08/2017;Urgente;Envio tardio;New York;Storage;0,00;17;8;64
Tecnologia;New York City;United States;Mathew Reese;27/08/2017;US-2017-139465;10024;GE 30522EE2;Leste;Pequenas Empresas;30/08/2017;Urgente;Envio tardio;New York;Phones;0,00;101;3;348
Materiais de Escritório;New York City;United States;Mathew Reese;27/08/2017;US-2017-139465;10024;DXL Angle-View Binders with Locking Rings by Samsill;Leste;Pequenas Empresas;30/08/2017;Urgente;Envio tardio;New York;Binders;0,20;12;6;37
Móveis;San Jose;United States;Raymond Messe;07/07/2016;CA-2016-100965;95123;"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock";Oeste;Pessoa Física;11/07/2016;Padrão;Enviado com antecedência;California;Furnishings;0,00;73;5;216
Materiais de Escritório;Dallas;United States;Jill Fjeld;08/08/2016;CA-2016-121034;75081;OIC Bulk Pack Metal Binder Clips;Central;Pessoa Física;10/08/2016;Correios;Enviado com antecedência;Texas;Fasteners;0,20;4;4;11
Materiais de Escritório;Dallas;United States;Jill Fjeld;08/08/2016;CA-2016-121034;75081;"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size";Central;Pessoa Física;10/08/2016;Correios;Enviado com antecedência;Texas;Paper;0,20;18;3;54
Móveis;Auburn;United States;Adrian Shami;13/11/2016;CA-2016-149461;98002;Eldon Image Series Desk Accessories, Burgundy;Oeste;Pequenas Empresas;19/11/2016;Padrão;Enviado no dia;Washington;Furnishings;0,00;2;1;4
Materiais de Escritório;Philadelphia;United States;Joseph Airdo;22/09/2017;CA-2017-158379;19134;Clear Mylar Reinforcing Strips;Leste;Pessoa Física;26/09/2017;Correios;Envio tardio;Pennsylvania;Binders;0,70;-4;1;6
Materiais de Escritório;Philadelphia;United States;Joseph Airdo;22/09/2017;CA-2017-158379;19134;Martin Yale Chadless Opener Electric Letter Opener;Leste;Pessoa Física;26/09/2017;Correios;Envio tardio;Pennsylvania;Supplies;0,20;-1.049;7;4.664
Tecnologia;Philadelphia;United States;Joseph Airdo;22/09/2017;CA-2017-158379;19134;Logitech Wireless Marathon Mouse M705;Leste;Pessoa Física;26/09/2017;Correios;Envio tardio;Pennsylvania;Accessories;0,20;23;2;80
Tecnologia;Los Angeles;United States;Grace Kelly;25/12/2016;US-2016-116729;90049;Samsung Galaxy Note 2;Oeste;Corporativo;28/12/2016;Urgente;Envio tardio;California;Phones;0,20;258;7;2.576
Materiais de Escritório;Los Angeles;United States;Grace Kelly;25/12/2016;US-2016-116729;90049;Xerox 225;Oeste;Corporativo;28/12/2016;Urgente;Envio tardio;California;Paper;0,00;22;7;45
Tecnologia;Los Angeles;United States;Grace Kelly;25/12/2016;US-2016-116729;90049;SanDisk Cruzer 64 GB USB Flash Drive;Oeste;Corporativo;28/12/2016;Urgente;Envio tardio;California;Accessories;0,00;76;7;254
Tecnologia;Tulsa;United States;Phillip Breyer;11/02/2016;CA-2016-164938;74133;Mediabridge Sport Armband iPhone 5s;Central;Corporativo;13/02/2016;Urgente;Envio tardio;Oklahoma;Phones;0,00;1;7;70
Móveis;Chicago;United States;Heather Kirkland;23/10/2016;CA-2016-165484;60610;DAX Cubicle Frames - 8x10;Central;Corporativo;29/10/2016;Padrão;Enviado no dia;Illinois;Furnishings;0,60;-12;7;16
Materiais de Escritório;Chicago;United States;Heather Kirkland;23/10/2016;CA-2016-165484;60610;Xerox 1929;Central;Corporativo;29/10/2016;Padrão;Enviado no dia;Illinois;Paper;0,20;18;3;55
Móveis;Harrisonburg;United States;Frank Olsen;09/06/2014;CA-2014-132612;22801;Bevis 44 x 96 Conference Tables;Sul;Pessoa Física;11/06/2014;Correios;Enviado com antecedência;Virginia;Tables;0,00;245;7;1.441
Móveis;Newark;United States;Brian Thompson;20/11/2017;US-2017-161193;43055;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;Leste;Pessoa Física;26/11/2017;Padrão;Enviado no dia;Ohio;Furnishings;0,20;28;5;78
Móveis;Newark;United States;Brian Thompson;20/11/2017;US-2017-161193;43055;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;Leste;Pessoa Física;26/11/2017;Padrão;Enviado no dia;Ohio;Furnishings;0,20;2;2;5
Móveis;Los Angeles;United States;Stefania Perrino;14/09/2015;CA-2015-131597;90045;KI Conference Tables;Oeste;Corporativo;18/09/2015;Padrão;Enviado com antecedência;California;Tables;0,20;-9;3;170
Materiais de Escritório;Seattle;United States;Lauren Leatherbury;04/06/2015;CA-2015-164833;98105;Avery 501;Oeste;Pessoa Física;04/06/2015;Mesmo dia;Enviado no dia;Washington;Labels;0,00;3;2;7
Materiais de Escritório;Seattle;United States;Lauren Leatherbury;04/06/2015;CA-2015-164833;98105;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;Oeste;Pessoa Física;04/06/2015;Mesmo dia;Enviado no dia;Washington;Art;0,00;3;2;9
Materiais de Escritório;Los Angeles;United States;Matt Collins;13/12/2015;CA-2015-125423;90036;Avery 513;Oeste;Pessoa Física;15/12/2015;Correios;Enviado com antecedência;California;Labels;0,00;5;2;10
Materiais de Escritório;Chicago;United States;Janet Lee;25/05/2014;US-2014-130379;60623;Harmony Air Purifier;Central;Pessoa Física;29/05/2014;Padrão;Enviado com antecedência;Illinois;Appliances;0,80;-166;2;76
Móveis;Chicago;United States;Janet Lee;25/05/2014;US-2014-130379;60623;Electrix Incandescent Magnifying Lamp, Black;Central;Pessoa Física;29/05/2014;Padrão;Enviado com antecedência;Illinois;Furnishings;0,60;-24;2;29
Materiais de Escritório;Chicago;United States;Erin Ashbrook;16/02/2016;CA-2016-168956;60623;Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room;Central;Corporativo;20/02/2016;Padrão;Enviado com antecedência;Illinois;Appliances;0,80;-226;6;92
Materiais de Escritório;Chicago;United States;Erin Ashbrook;16/02/2016;CA-2016-168956;60623;Advantus Push Pins;Central;Corporativo;20/02/2016;Padrão;Enviado com antecedência;Illinois;Fasteners;0,20;2;4;7
Móveis;Chicago;United States;Erin Ashbrook;16/02/2016;CA-2016-168956;60623;Global Stack Chair with Arms, Black;Central;Corporativo;20/02/2016;Padrão;Enviado com antecedência;Illinois;Chairs;0,30;-3;3;63
Materiais de Escritório;Chicago;United States;Erin Ashbrook;16/02/2016;CA-2016-168956;60623;Xerox 206;Central;Corporativo;20/02/2016;Padrão;Enviado com antecedência;Illinois;Paper;0,20;2;1;5
Materiais de Escritório;Redmond;United States;Sue Ann Reed;22/12/2016;CA-2016-167507;97756;"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";Oeste;Pessoa Física;28/12/2016;Padrão;Enviado no dia;Oregon;Binders;0,70;-25;10;31
Móveis;Redmond;United States;Sue Ann Reed;22/12/2016;CA-2016-167507;97756;3M Hangers With Command Adhesive;Oeste;Pessoa Física;28/12/2016;Padrão;Enviado no dia;Oregon;Furnishings;0,20;3;4;12
Móveis;Redmond;United States;Sue Ann Reed;22/12/2016;CA-2016-167507;97756;"Seth Thomas 14"" Day/Date Wall Clock";Oeste;Pessoa Física;28/12/2016;Padrão;Enviado no dia;Oregon;Furnishings;0,20;5;1;23
Tecnologia;Raleigh;United States;Cathy Hwang;08/02/2016;CA-2016-109344;27604;Samsung Galaxy S4 Mini;Sul;Pequenas Empresas;11/02/2016;Correios;Enviado no dia;North Carolina;Phones;0,20;127;3;1.128
Materiais de Escritório;Macon;United States;Neil Ducich;13/07/2015;US-2015-140851;31204;Xerox 1931;Sul;Corporativo;15/07/2015;Correios;Enviado com antecedência;Georgia;Paper;0,00;19;6;39
Tecnologia;Cleveland;United States;Bruce Stewart;18/05/2014;CA-2014-103373;44105;Apple iPhone 5;Leste;Pessoa Física;24/05/2014;Padrão;Enviado no dia;Ohio;Phones;0,40;-169;2;780
Tecnologia;Muskogee;United States;Sara Luxemburg;21/10/2017;CA-2017-145884;74403;Polycom VVX 310 VoIP phone;Central;Pequenas Empresas;21/10/2017;Mesmo dia;Enviado no dia;Oklahoma;Phones;0,00;374;8;1.440
Móveis;Muskogee;United States;Sara Luxemburg;21/10/2017;CA-2017-145884;74403;Bevis Boat-Shaped Conference Table;Central;Pequenas Empresas;21/10/2017;Mesmo dia;Enviado no dia;Oklahoma;Tables;0,00;63;1;262
Móveis;Monroe;United States;George Bell;05/11/2015;CA-2015-131422;28110;Harbour Creations Steel Folding Chair;Sul;Corporativo;09/11/2015;Padrão;Enviado com antecedência;North Carolina;Chairs;0,20;26;3;207
Tecnologia;Austin;United States;Aaron Smayling;01/08/2017;CA-2017-162691;78745;Bady BDG101FRU Card Printer;Central;Corporativo;07/08/2017;Padrão;Enviado no dia;Texas;Machines;0,40;-264;3;1.440
Materiais de Escritório;Austin;United States;Aaron Smayling;01/08/2017;CA-2017-162691;78745;Xerox 1998;Central;Corporativo;07/08/2017;Padrão;Enviado no dia;Texas;Paper;0,20;13;7;36
Materiais de Escritório;Meriden;United States;Raymond Messe;21/06/2014;CA-2014-141278;6450;Newell 341;Leste;Pessoa Física;24/06/2014;Urgente;Envio tardio;Connecticut;Art;0,00;6;5;21
Materiais de Escritório;Roswell;United States;Nicole Hansen;19/02/2017;CA-2017-122693;30076;Kensington 7 Outlet MasterPiece Power Center;Sul;Corporativo;21/02/2017;Correios;Enviado com antecedência;Georgia;Appliances;0,00;361;7;1.246
Materiais de Escritório;Charlotte;United States;Barbara Fisher;01/08/2014;CA-2014-117345;28205;Self-Adhesive Address Labels for Typewriters by Universal;Sul;Corporativo;05/08/2014;Padrão;Enviado com antecedência;North Carolina;Labels;0,20;6;3;18
Móveis;Charlotte;United States;Barbara Fisher;01/08/2014;CA-2014-117345;28205;9-3/4 Diameter Round Wall Clock;Sul;Corporativo;05/08/2014;Padrão;Enviado com antecedência;North Carolina;Furnishings;0,20;12;4;44
Materiais de Escritório;Charlotte;United States;Barbara Fisher;01/08/2014;CA-2014-117345;28205;Honeywell Quietcare HEPA Air Cleaner;Sul;Corporativo;05/08/2014;Padrão;Enviado com antecedência;North Carolina;Appliances;0,20;10;1;63
Materiais de Escritório;Charlotte;United States;Barbara Fisher;01/08/2014;CA-2014-117345;28205;Xerox 1916;Sul;Corporativo;05/08/2014;Padrão;Enviado com antecedência;North Carolina;Paper;0,20;29;2;78
Móveis;Bowling Green;United States;Katharine Harms;18/07/2016;CA-2016-157763;42104;Hon Olson Stacker Stools;Sul;Corporativo;23/07/2016;Padrão;Enviado com antecedência;Kentucky;Chairs;0,00;39;1;141
Materiais de Escritório;San Antonio;United States;Frank Atkinson;09/02/2015;CA-2015-135391;78207;Round Specialty Laser Printer Labels;Central;Corporativo;11/02/2015;Correios;Enviado com antecedência;Texas;Labels;0,20;14;4;40
Móveis;San Antonio;United States;Frank Atkinson;09/02/2015;CA-2015-135391;78207;"Dana Fluorescent Magnifying Lamp, White, 36""";Central;Corporativo;11/02/2015;Correios;Enviado com antecedência;Texas;Furnishings;0,60;-31;2;41
Tecnologia;Seattle;United States;Giulietta Weimer;29/07/2017;US-2017-113852;98115;Imation 8GB Mini TravelDrive USB 2.0 Flash Drive;Oeste;Pessoa Física;02/08/2017;Padrão;Enviado com antecedência;Washington;Accessories;0,00;12;3;91
Materiais de Escritório;Washington;United States;Dianna Arnett;12/01/2017;US-2017-158512;20016;Xerox 195;Leste;Pequenas Empresas;17/01/2017;Correios;Envio tardio;District of Columbia;Paper;0,00;19;6;40
Móveis;Washington;United States;Dianna Arnett;12/01/2017;US-2017-158512;20016;Flat Face Poster Frame;Leste;Pequenas Empresas;17/01/2017;Correios;Envio tardio;District of Columbia;Furnishings;0,00;16;2;38
Móveis;Los Angeles;United States;Frank Hawley;10/09/2017;CA-2017-128370;90004;DMI Arturo Collection Mission-style Design Wood Chair;Oeste;Corporativo;10/09/2017;Mesmo dia;Enviado no dia;California;Chairs;0,20;27;3;362
Materiais de Escritório;Los Angeles;United States;Frank Hawley;10/09/2017;CA-2017-128370;90004;Avery Non-Stick Binders;Oeste;Corporativo;10/09/2017;Mesmo dia;Enviado no dia;California;Binders;0,20;2;2;7
Materiais de Escritório;South Bend;United States;Ralph Kennedy;20/07/2015;CA-2015-160472;46614;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;Central;Pessoa Física;25/07/2015;Correios;Envio tardio;Indiana;Storage;0,00;10;1;35
Tecnologia;South Bend;United States;Ralph Kennedy;20/07/2015;CA-2015-160472;46614;Imation Bio 8GB USB Flash Drive Imation Corp;Central;Pessoa Física;25/07/2015;Correios;Envio tardio;Indiana;Accessories;0,00;125;5;831
Materiais de Escritório;South Bend;United States;Ralph Kennedy;20/07/2015;CA-2015-160472;46614;Xerox 1981;Central;Pessoa Física;25/07/2015;Correios;Envio tardio;Indiana;Paper;0,00;12;5;26
Materiais de Escritório;South Bend;United States;Ralph Kennedy;20/07/2015;CA-2015-160472;46614;White Envelopes, White Envelopes with Clear Poly Window;Central;Pessoa Física;25/07/2015;Correios;Envio tardio;Indiana;Envelopes;0,00;49;7;107
Materiais de Escritório;South Bend;United States;Ralph Kennedy;20/07/2015;CA-2015-160472;46614;Tops White Computer Printout Paper;Central;Pessoa Física;25/07/2015;Correios;Envio tardio;Indiana;Paper;0,00;46;2;98
Materiais de Escritório;South Bend;United States;Ralph Kennedy;20/07/2015;CA-2015-160472;46614;Eldon Portable Mobile Manager;Central;Pessoa Física;25/07/2015;Correios;Envio tardio;Indiana;Storage;0,00;38;5;141
Materiais de Escritório;Los Angeles;United States;Filia McAdams;13/06/2014;CA-2014-114643;90032;Staples in misc. colors;Oeste;Corporativo;17/06/2014;Padrão;Enviado com antecedência;California;Art;0,00;5;3;15
Materiais de Escritório;Houston;United States;Alyssa Crouse;12/05/2017;US-2017-158218;77041;Fellowes Bankers Box Stor/Drawer Steel Plus;Central;Corporativo;15/05/2017;Correios;Enviado no dia;Texas;Storage;0,20;-16;5;128
Materiais de Escritório;Houston;United States;Alyssa Crouse;12/05/2017;US-2017-158218;77041;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";Central;Corporativo;15/05/2017;Correios;Enviado no dia;Texas;Binders;0,80;-53;4;34
Materiais de Escritório;Bristol;United States;Jennifer Braxton;03/09/2015;CA-2015-121608;6010;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;Leste;Corporativo;05/09/2015;Urgente;Envio tardio;Connecticut;Appliances;0,00;61;2;138
Tecnologia;Bristol;United States;Jennifer Braxton;03/09/2015;CA-2015-121608;6010;Classic Ivory Antique Telephone ZL1810;Leste;Corporativo;05/09/2015;Urgente;Envio tardio;Connecticut;Phones;0,00;25;1;100
Móveis;New York City;United States;Gary McGarr;26/03/2017;US-2017-121251;10009;Sauder Forest Hills Library with Doors, Woodland Oak Finish;Leste;Pessoa Física;27/03/2017;Urgente;Enviado no dia;New York;Bookcases;0,20;-29;2;258
Tecnologia;New York City;United States;Gary McGarr;26/03/2017;US-2017-121251;10009;Nokia Lumia 521 (T-Mobile);Leste;Pessoa Física;27/03/2017;Urgente;Enviado no dia;New York;Phones;0,00;34;4;120
Materiais de Escritório;San Antonio;United States;Roy Französisch;12/11/2014;CA-2014-151078;78207;Personal Filing Tote with Lid, Black/Gray;Central;Pessoa Física;12/11/2014;Mesmo dia;Enviado no dia;Texas;Storage;0,20;5;4;50
Móveis;Aurora;United States;Noah Childs;13/10/2016;US-2016-100839;80013;Hon 5100 Series Wood Tables;Oeste;Corporativo;17/10/2016;Padrão;Enviado com antecedência;Colorado;Tables;0,50;-466;5;727
Móveis;Aurora;United States;Noah Childs;13/10/2016;US-2016-100839;80013;"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock";Oeste;Corporativo;17/10/2016;Padrão;Enviado com antecedência;Colorado;Furnishings;0,20;4;3;25
Tecnologia;Newark;United States;Nat Gilpin;12/11/2017;US-2017-116659;43055;Jabra SPEAK 410 Multidevice Speakerphone;Leste;Corporativo;12/11/2017;Mesmo dia;Enviado no dia;Ohio;Phones;0,40;-93;3;371
Móveis;Henderson;United States;Adam Hart;15/04/2017;CA-2017-118857;89015;"Howard Miller 12"" Round Wall Clock";Oeste;Corporativo;18/04/2017;Urgente;Envio tardio;Nevada;Furnishings;0,00;71;5;196
Materiais de Escritório;Philadelphia;United States;Cathy Hwang;25/06/2015;CA-2015-127110;19143;Xerox 211;Leste;Pequenas Empresas;01/07/2015;Padrão;Enviado no dia;Pennsylvania;Paper;0,20;11;6;31
Materiais de Escritório;Philadelphia;United States;Cathy Hwang;25/06/2015;CA-2015-127110;19143;Tennsco Industrial Shelving;Leste;Pequenas Empresas;01/07/2015;Padrão;Enviado no dia;Pennsylvania;Storage;0,20;-18;2;78
Materiais de Escritório;Seattle;United States;Charles Crestani;26/08/2016;CA-2016-148201;98103;Xerox 1931;Oeste;Pessoa Física;29/08/2016;Correios;Enviado no dia;Washington;Paper;0,00;3;1;6
Materiais de Escritório;San Francisco;United States;Michelle Ellison;21/07/2014;CA-2014-116932;94122;Newell 334;Oeste;Corporativo;25/07/2014;Padrão;Enviado com antecedência;California;Art;0,00;26;5;99
Móveis;San Francisco;United States;Michelle Ellison;21/07/2014;CA-2014-116932;94122;Global Troy Executive Leather Low-Back Tilter;Oeste;Corporativo;25/07/2014;Padrão;Enviado com antecedência;California;Chairs;0,20;50;2;802
Móveis;San Francisco;United States;Michelle Ellison;21/07/2014;CA-2014-116932;94122;"Hon 30"" x 60"" Table with Locking Drawer";Oeste;Corporativo;25/07/2014;Padrão;Enviado com antecedência;California;Tables;0,20;27;1;273
Móveis;Spokane;United States;Benjamin Patterson;21/11/2017;CA-2017-142888;99207;Safco Drafting Table;Oeste;Pessoa Física;25/11/2017;Padrão;Enviado com antecedência;Washington;Tables;0,00;21;1;71
Materiais de Escritório;Columbus;United States;Mark Packer;04/06/2014;CA-2014-147914;43229;Easy-staple paper;Leste;Pequenas Empresas;09/06/2014;Padrão;Enviado com antecedência;Ohio;Paper;0,20;6;2;16
Móveis;Long Beach;United States;Caroline Jumper;10/03/2016;US-2016-112977;11561;O'Sullivan Living Dimensions 5-Shelf Bookcases;Leste;Pessoa Física;16/03/2016;Padrão;Enviado no dia;New York;Bookcases;0,20;-22;1;177
Tecnologia;San Antonio;United States;John Castell;25/03/2017;CA-2017-112039;78207;Panasonic KX-TG9471B;Central;Pessoa Física;29/03/2017;Padrão;Enviado com antecedência;Texas;Phones;0,20;47;3;470
Móveis;Los Angeles;United States;James Galang;29/12/2017;CA-2017-118885;90049;Global High-Back Leather Tilter, Burgundy;Oeste;Pessoa Física;02/01/2018;Padrão;Enviado com antecedência;California;Chairs;0,20;-44;4;394
Tecnologia;Los Angeles;United States;James Galang;29/12/2017;CA-2017-118885;90049;Adtran 1202752G1;Oeste;Pessoa Física;02/01/2018;Padrão;Enviado com antecedência;California;Phones;0,20;23;3;302
Materiais de Escritório;Jacksonville;United States;Cyma Kinney;28/03/2017;US-2017-166611;32216;Canvas Sectional Post Binders;Sul;Corporativo;02/04/2017;Padrão;Enviado com antecedência;Florida;Binders;0,70;-48;9;69
Materiais de Escritório;New York City;United States;Luke Foster;05/03/2015;CA-2015-109512;10011;Staple envelope;Leste;Pessoa Física;05/03/2015;Mesmo dia;Enviado no dia;New York;Envelopes;0,00;15;3;29
Móveis;New York City;United States;Luke Foster;05/03/2015;CA-2015-109512;10011;Global Value Mid-Back Manager's Chair, Gray;Leste;Pessoa Física;05/03/2015;Mesmo dia;Enviado no dia;New York;Chairs;0,10;64;7;384
Materiais de Escritório;New York City;United States;Luke Foster;05/03/2015;CA-2015-109512;10011;Fellowes Strictly Business Drawer File, Letter/Legal Size;Leste;Pessoa Física;05/03/2015;Mesmo dia;Enviado no dia;New York;Storage;0,00;68;4;563
Materiais de Escritório;Philadelphia;United States;Chuck Clark;13/11/2016;CA-2016-118570;19143;White Computer Printout Paper by Universal;Leste;Pequenas Empresas;17/11/2016;Padrão;Enviado com antecedência;Pennsylvania;Paper;0,20;79;7;217
Materiais de Escritório;Keller;United States;Dan Lawera;19/01/2017;CA-2017-154718;76248;Avery 510;Central;Pessoa Física;23/01/2017;Correios;Envio tardio;Texas;Labels;0,20;2;2;6
Móveis;San Francisco;United States;Paul Gonzalez;22/04/2016;CA-2016-147578;94122;Ultra Door Pull Handle;Oeste;Pessoa Física;26/04/2016;Correios;Envio tardio;California;Furnishings;0,00;10;3;32
Materiais de Escritório;Hialeah;United States;Erica Hernandez;13/05/2014;CA-2014-140165;33012;Staples;Sul;Pequenas Empresas;15/05/2014;Urgente;Envio tardio;Florida;Fasteners;0,20;2;2;7
Materiais de Escritório;Hialeah;United States;Erica Hernandez;13/05/2014;CA-2014-140165;33012;GBC DocuBind P100 Manual Binding Machine;Sul;Pequenas Empresas;15/05/2014;Urgente;Envio tardio;Florida;Binders;0,70;-332;8;398
Materiais de Escritório;Fairfield;United States;Tracy Blumstein;21/10/2014;CA-2014-142587;45014;Fellowes Superior 10 Outlet Split Surge Protector;Leste;Pessoa Física;22/10/2014;Urgente;Enviado no dia;Ohio;Appliances;0,20;14;4;122
Móveis;Fairfield;United States;Tracy Blumstein;21/10/2014;CA-2014-142587;45014;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;Leste;Pessoa Física;22/10/2014;Urgente;Enviado no dia;Ohio;Tables;0,40;-123;3;410
Materiais de Escritório;Huntington Beach;United States;Dean Katz;14/03/2014;CA-2014-157623;92646;Xerox 1972;Oeste;Corporativo;18/03/2014;Padrão;Enviado com antecedência;California;Paper;0,00;5;2;11
Materiais de Escritório;Huntington Beach;United States;Dean Katz;14/03/2014;CA-2014-157623;92646;Avery Hi-Liter Fluorescent Desk Style Markers;Oeste;Corporativo;18/03/2014;Padrão;Enviado com antecedência;California;Art;0,00;1;1;3
Materiais de Escritório;Port Orange;United States;Jeremy Pistek;22/12/2017;CA-2017-145310;32127;Staple envelope;Sul;Pessoa Física;24/12/2017;Correios;Enviado com antecedência;Florida;Envelopes;0,20;3;1;8
Materiais de Escritório;Medford;United States;Carol Darley;24/11/2016;CA-2016-100083;97504;"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";Oeste;Pessoa Física;29/11/2016;Padrão;Enviado com antecedência;Oregon;Paper;0,20;8;1;25
Materiais de Escritório;Charlottesville;United States;Adam Shillingsburg;02/12/2017;US-2017-108063;22901;Newell 309;Sul;Pessoa Física;05/12/2017;Urgente;Envio tardio;Virginia;Art;0,00;10;3;35
Materiais de Escritório;Missoula;United States;Jas O'Carroll;31/12/2015;CA-2015-109197;59801;Ibico Hi-Tech Manual Binding System;Oeste;Pessoa Física;04/01/2016;Padrão;Enviado com antecedência;Montana;Binders;0,20;152;2;488
Materiais de Escritório;Minneapolis;United States;Amy Cox;03/10/2017;CA-2017-141789;55407;GBC DocuBind TL300 Electric Binding System;Central;Pessoa Física;06/10/2017;Urgente;Envio tardio;Minnesota;Binders;0,00;843;2;1.794
Materiais de Escritório;Miami;United States;Ryan Akin;29/08/2014;CA-2014-169775;33178;Jiffy Padded Mailers with Self-Seal Closure;Sul;Pessoa Física;02/09/2014;Correios;Envio tardio;Florida;Envelopes;0,20;11;2;30
Materiais de Escritório;Miami;United States;Ryan Akin;29/08/2014;CA-2014-169775;33178;GBC DocuBind 200 Manual Binding Machine;Sul;Pessoa Física;02/09/2014;Correios;Envio tardio;Florida;Binders;0,70;-337;4;505
